name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
fusarium wilt of tomato,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",american plum line pattern virus,"Plant disease resistance protects plants from pathogens in two ways: by pre-formed structures and chemicals, and by infe",agrovoc_c_55da5c64,agrovoc_c_83f1b89f,http://aims.fao.org/aos/agrovoc/c_55da5c64,http://aims.fao.org/aos/agrovoc/c_83f1b89f,0,False,0.1585,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
red rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",cereal rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",stem_rust,stem_rust,https://en.wikipedia.org/wiki/Stem_rust,https://en.wikipedia.org/wiki/Stem_rust,1,True,0.05,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
hydrotaea irritans,"Hydrotaea is a genus of insects in the housefly family, Muscidae. They occur in most regions of the world but are more populous in warmer climates. They are often found on feces in summer months, and are therefore generally found in close proximity to livestock.",black leaf streak disease,"Black sigatoka is a leaf-spot disease of banana plants caused by the ascomycete fungus Mycosphaerella fijiensis (Morelet), also known as black leaf streak.",agrovoc_c_30564,black_sigatoka,http://aims.fao.org/aos/agrovoc/c_30564,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.001,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
heterodera carotae,"Heterodera carotae is a plant pathogenic nematode commonly known as the carrot root nematode or carrot cyst nematode. It is found in Europe, Cyprus and India and is considered an invasive species in the United States.",fhb,"FHB may refer to:Fédération Haïtienne de Basket-Ball, the Haitian Basketball Federation Fernandina Beach Municipal Airport, in Florida, United States FHB Mortgage Bank, a Hungarian bank First Hawaiian Bank, an American bank Flexor hallucis brevis muscle Food and Health Bureau, in Hong Kong Fusarium head blight",agrovoc_c_31043,wheat_fusarium_head_blight,http://aims.fao.org/aos/agrovoc/c_31043,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0635,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
wheat yellow rust,"Wheat yellow rust, also known as wheat stripe rust, is one of the three major wheat rust diseases, along with stem rust of wheat and leaf rust.",crinivirus,"Crinivirus, formerly the lettuce infectious yellows virus group, is a genus of viruses, in the family Closteroviridae. They are linear, single-stranded positive sense RNA viruses.",wheat_stripe_rust,agrovoc_c_331491,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_331491,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
grape leaf blight,Fungal disease of grape caused by Pseudocercospora vitis. Creates irregular brown lesions on leaves. Also called Isariop,glb,"The Mercedes-Benz GLB is a three-row compact D-segment luxury crossover SUV produced by Mercedes-Benz. It was unveiled by the German manufacturer Daimler AG on 10 June 2019 in Park City, Utah.",grape_leaf_blight,grape_leaf_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4222,good,pathogen + symptom/crop found,medium,partial: only some disease signals present
pestivirus,"Orthopestivirus, formerly called Pestivirus, is a genus of viruses in the family Pestiviridae. Viruses in the genus infect mammals, including members of the family Bovidae and the family Suidae.",fijivirus,"Fijivirus is a genus of double-stranded RNA viruses in the order Reovirales and family Spinareoviridae. Diseases associated with this genus include: galls (tumours) in infected plants and Fiji disease, with severe stunting, deformation and death.",agrovoc_c_5740,agrovoc_c_f28564cf,http://aims.fao.org/aos/agrovoc/c_5740,http://aims.fao.org/aos/agrovoc/c_f28564cf,0,False,0.001,poor,poor phrase: 'is a genus of',poor,poor phrase: 'is a genus of'
herotilapia multispinosa,"Herotilapia multispinosa also known as the rainbow cichlid is a Central American freshwater fish of the cichlid family. It is found on the Atlantic slope of Honduras, Nicaragua, and Costa Rica from Patuca River (Honduras) south to Matina River, and on the Pacific slope of Nicaragua and Costa Rica from Guasaule River south to Tempisque River.",banana fusarium wilt,"cubense is a fungal plant pathogen that causes Panama disease of banana, also known as Fusarium wilt. The fungi and the related disease are responsible for widespread pressure on banana growing regions, destroying the economic viability of several commercially important banana varieties.",agrovoc_c_43640,banana_fusarium_wilt,http://aims.fao.org/aos/agrovoc/c_43640,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0095,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
potyvirus,"Potyvirus is a genus of positive-strand RNA viruses in the family Potyviridae. Like begomoviruses, members of this genus may cause significant losses in agricultural, pastoral, horticultural, and ornamental crops.",nicotiana rustica,"Nicotiana rustica, commonly known as Aztec tobacco or strong tobacco, known to the Powhatan people as Apooke, is a rainforest plant in the family Solanaceae native to South America.",agrovoc_c_32866,agrovoc_c_5176,http://aims.fao.org/aos/agrovoc/c_32866,http://aims.fao.org/aos/agrovoc/c_5176,0,False,0.001,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
rice bacterial blight,Bacterial disease of rice caused by Xanthomonas oryzae pv. oryzae. One of the most serious rice diseases. Causes wilting,pepper bacterial spot,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",rice_bacterial_blight,pepper_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.92,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
cpm,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,roya del cafeto,Fungal disease of coffee caused by Hemileia vastatrix. Orange-yellow powdery pustules on lower leaf surface. Historicall,cherry_powdery_mildew,coffee_leaf_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0279,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
plant rhabdovirus group b,"Rhabdoviridae is a family of negative-strand RNA viruses in the order Mononegavirales. Vertebrates, invertebrates, plant",carmovirus,"Carmovirus was a genus of viruses. The genus was split in 2015 into three genera, each retaining -carmovirus as part of their name:Alphacarmovirus Betacarmovirus Gammacarmovirus",agrovoc_c_e8ba1725,agrovoc_c_35616,http://aims.fao.org/aos/agrovoc/c_e8ba1725,http://aims.fao.org/aos/agrovoc/c_35616,0,False,0.0371,poor,poor phrase: 'rhabdoviridae is a family',medium,partial: only some disease signals present
septoria spot,Septoria lycopersici is a fungal pathogen that is most commonly found infecting tomatoes. It causes one of the most destructive diseases of tomatoes and attacks tomatoes during any stage of development.,leaf spot of tomato,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",septoria_leaf_spot,septoria_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6628,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
neck rot,"Botrytis allii is a plant pathogen, a fungus that causes neck rot in stored onions and related crops. Its teleomorph is unknown, but other species of Botrytis are anamorphs of Botryotinia species.",iflavirus,"Iflaviridae is a family of positive sense RNA viruses insect-infecting viruses. Some of the insects commonly infected by iflaviruses include aphids, leafhoppers, flies, bees, ants, silkworms and wasps.",rice_blast,agrovoc_c_3bf334af,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_3bf334af,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a family of'
glb,"The Mercedes-Benz GLB is a three-row compact D-segment luxury crossover SUV produced by Mercedes-Benz. It was unveiled by the German manufacturer Daimler AG on 10 June 2019 in Park City, Utah.",msd,"Maize streak virus (MSV) is a virus primarily known for causing maize streak disease (MSD) in its major host, and which also infects over 80 wild and domesticated grasses.",grape_leaf_blight,maize_streak_virus,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://en.wikipedia.org/wiki/Maize_streak_virus,0,False,0.001,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
tepovirus,"Tepovirus is a genus of viruses in the order Tymovirales, in the family Betaflexiviridae. Plants as well as some other root and tuber crops in the andes serve as natural hosts.",bymovirus,Wheat spindle streak mosaic virus (WSSMV) is a plant pathogenic virus of the family Potyviridae.,agrovoc_c_da7808f7,agrovoc_c_dfbb07de,http://aims.fao.org/aos/agrovoc/c_da7808f7,http://aims.fao.org/aos/agrovoc/c_dfbb07de,0,False,0.0433,poor,poor phrase: 'is a genus of',good,pathogen + symptom/crop found
early blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",waikavirus,"Waikavirus is a genus of viruses in the order Picornavirales, in the family Secoviridae. Plants, poaceae, cyperaceae, and gramineae serve as natural hosts.",early_blight,agrovoc_c_285ef22d,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_285ef22d,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
damping-off,"Damping off (or damping-off) is a horticultural disease or condition, caused by several different pathogens that kill or weaken seeds or seedlings before or after they germinate.",isariopsis leaf spot,"Isariopsis is a genus of fungi in the family Mycosphaerellaceae. The plant disease called isariopsis leaf spot is actually caused by Pseudocercospora vitis, formerly known as I.",damping_off,grape_leaf_blight,https://en.wikipedia.org/wiki/Damping_off,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0319,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
late blight disease,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",lb,Devastating oomycete disease of tomato and potato caused by Phytophthora infestans. Causes rapid water-soaked lesions th,late_blight,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5246,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
powdery mildew,"Erysiphaceae is a family of ascomycete fungi in the order Helotiales. The members of this family are obligate parasites with a superficial mycelium that forms a characteristic white, powdery coating on their host plants.",powdery mildew of grape,"Erysiphe necator, synonym Uncinula necator, is a fungus that causes powdery mildew of grape. It is a common pathogen of Vitis species, including the wine grape, Vitis vinifera.",grape_powdery_mildew,grape_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7783,poor,poor phrase: 'is a family of',good,pathogen + symptom/crop found
